"Task Type","Task ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time In Status","Points Estimate","Points Estimate Rolled Up","Blockers & Flags (labels)","Category (drop down)","Coordinator (users)","End Date (date)","FADMIN Merchant Page (url)","FTP Path (url)","Flyer Cadence (drop down)","Flyer Review Guide (url)","Flyer Run (url)","Flyer Run ID (short text)","Flyer Type ID (short text)","Lead (users)","Live Date (date)","Merchant ID (short text)","OneGuide (url)","Parent Banner (drop down)","Preview Date (date)","Segment (drop down)"
"Task","86e0z17cx","Fairplay Foods - Feb 24","planned runs / to-do","
","[]","none","",0,0,"Tuesday, February 23rd 2027","Saturday, February 20th 2027","Friday, April 17th 2026, 1:50:42 pm -04:00","Friday, April 17th 2026, 3:41:45 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","25m","502 hours",,0,"","Grocery","","Tuesday, March 2nd 2027","https://fadmin.flippback.com/merchants/3702/dashboard","https://fadmin.flippback.com/merchants/3702/ftp_files","Weekly","https://docs.google.com/document/d/1p_hEF3W2kN0kEi7qHqjLhsZdLSr3qIGBqLDC-_3FueM/edit","https://fadmin.flippback.com/flyer_runs/1193791","1193791","11601","","Wednesday, February 24th 2027","","https://docs.google.com/document/d/1aM8LQhYLQ501ZsRHeROb59te51QXf3uV2Sa_ICrSMXw/edit?tab=t.0#heading=h.y2dgj7b691i1","","Wednesday, February 24th 2027","Longtail"
"Task","86e0z19bx","Lafert�� - Feb 25","planned runs / to-do","
","[]","none","",0,0,"Wednesday, February 24th 2027","Thursday, February 18th 2027","Friday, April 17th 2026, 1:52:59 pm -04:00","Friday, April 17th 2026, 3:43:06 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","55m","502 hours",,0,"","Home Goods, Furniture & Appliances","","Wednesday, March 3rd 2027","https://fadmin.flippback.com/merchants/4333/dashboard","https://fadmin.flippback.com/merchants/4333/ftp_files","Weekly","https://docs.google.com/document/d/1bh88PCOzdrAQTlyG0xSQXun8Lcygee7RW4vTY9R3pq4/edit?usp=sharing","https://fadmin.flippback.com/flyer_runs/1193403","1193403","11509","","Thursday, February 25th 2027","","https://docs.google.com/document/d/1E3rqftq6rrQakhfM-JA45jdEgxkUo3Ry-u2qQzs0MXk/edit?tab=t.0#heading=h.y2dgj7b691i1","","Thursday, February 25th 2027","Longtail"
"Task","86e0z0tx1","C Town - Week 09","planned runs / to-do","
","[]","none","",0,0,"Wednesday, February 24th 2027","Saturday, February 20th 2027","Friday, April 17th 2026, 1:37:29 pm -04:00","Friday, April 17th 2026, 3:15:32 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","1h 5m","502 hours",,0,"","Grocery","","Thursday, March 4th 2027","https://fadmin.flippback.com/merchants/2383/dashboard","https://fadmin.flippback.com/merchants/2383/ftp_files","Weekly","https://docs.google.com/document/d/1UmBYjy2CXC-OULuI6VD5E46TmRdl7ll4AUiPScWmBSU/edit?usp=sharing","https://fadmin.flippback.com/flyer_runs/1193648","1193648","5825","","Thursday, February 25th 2027","","https://docs.google.com/document/d/1P5MMd4MANKEAsToKNU5k9_vZPkZAN_UrHlxmAVRwKto/edit?tab=t.0#heading=h.mf0t2rpt6xf","Alpha 1","Thursday, February 25th 2027","Longtail"
"Task","86e0z0w0h","Coppa's Fresh Market - Feb 25","planned runs / to-do","
","[]","none","",0,0,"Wednesday, February 24th 2027","Saturday, February 20th 2027","Friday, April 17th 2026, 1:39:12 pm -04:00","Friday, April 17th 2026, 3:17:06 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","15m","502 hours",,0,"","Grocery","","Wednesday, March 3rd 2027","https://fadmin.flippback.com/merchants/2625/dashboard","https://fadmin.flippback.com/merchants/2625/ftp_files","Weekly","https://docs.google.com/document/d/1Q7wtiR51XGWD0w-uIdWbvat1DMkXTm0IZc7Yn9gKEQ8/edit?usp=sharing","https://fadmin.flippback.com/flyer_runs/1193384","1193384","2684","","Thursday, February 25th 2027","","https://docs.google.com/document/d/1cTpAM-mZDo84FQpxOgp-HpNyRIEvGVphyJTsoVwePho/edit?tab=t.0#heading=h.y2dgj7b691i1","","Thursday, February 25th 2027","Longtail"
"Task","86e0z1106","Choices Markets - Weekly Valid Feb 25","planned runs / to-do","
","[]","none","",0,0,"Wednesday, February 24th 2027","Saturday, February 20th 2027","Friday, April 17th 2026, 1:43:51 pm -04:00","Friday, April 17th 2026, 3:35:16 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","35m","502 hours",,0,"","Grocery","","Wednesday, March 3rd 2027","https://fadmin.flippback.com/merchants/3329/dashboard","https://fadmin.flippback.com/merchants/3329/ftp_files","Weekly","https://docs.google.com/document/d/1pRHuXhJxkpg7JzyBWqvcvPNqJr3oHUm4akxpzjQwuj4/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1193712","1193712","3375","","Thursday, February 25th 2027","","https://docs.google.com/document/d/1pD10BZQQkOkAhbJ7Xh8UH7mA2u38SOX6PSnNmJqXOOs/edit?tab=t.0#heading=h.y2dgj7b691i1","","Thursday, February 25th 2027","Core"
"Task","86e0z0xzm","2001 Audio Video - February 26","planned runs / to-do","OPS - Provide flyer pricing document from email
","[]","none","",0,0,"Thursday, February 25th 2027","Friday, February 19th 2027","Friday, April 17th 2026, 1:40:54 pm -04:00","Friday, April 17th 2026, 3:19:08 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[86e0z0xzw]","[https://app.clickup.com/t/86e0z0xzw]","","[Flyer Management Queue]","[]","","","","","40m","502 hours",,0,"","Electronics","","Thursday, March 4th 2027","https://fadmin.flippback.com/merchants/286/dashboard","https://fadmin.flippback.com/merchants/286/ftp_files","Weekly","https://docs.google.com/document/d/1b4XNghthgaHCPG2-KKiZfRcxo1bzPElBbXFEji-cUpQ/edit?usp=sharing","https://fadmin.flippback.com/flyer_runs/1193375","1193375","2612","","Friday, February 26th 2027","","https://docs.google.com/document/d/1W-GzfCn30LPxhEKA9LqbWgcDh7e0Nt8B1jLXMcPI_F0","","Friday, February 26th 2027","Longtail"
"Task","86e0z1byv","Safety Foods & Scotch Creek Market - February 26","planned runs / to-do","
","[]","none","",0,0,"Thursday, February 25th 2027","Friday, February 19th 2027","Friday, April 17th 2026, 1:55:37 pm -04:00","Friday, April 17th 2026, 3:45:09 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","40m","502 hours",,0,"","Grocery","","Thursday, March 4th 2027","https://fadmin.flippback.com/merchants/6378/dashboard","https://fadmin.flippback.com/merchants/6378/ftp_files","Weekly","https://docs.google.com/document/d/1SfYo0JhL-sCHP80WulhThmN7vMcfqttOAxovLC2r5ZU/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1189933","1189933","10692","","Friday, February 26th 2027","","https://docs.google.com/document/d/1KFjKk_4dnLxTdObYRc0MlV9smCu5xj2wH1S4Ln7n0Ug/edit?tab=t.0#heading=h.y2dgj7b691i1","AG Foods","Friday, February 26th 2027","Longtail"
"Task","86e0z1d8n","Garry's Garden Gallery - Feb 26","planned runs / to-do","
","[]","none","",0,0,"Thursday, February 25th 2027","Friday, February 19th 2027","Friday, April 17th 2026, 1:57:13 pm -04:00","Friday, April 17th 2026, 3:46:14 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","30m","502 hours",,0,"","Home Improvement","","Thursday, March 4th 2027","https://fadmin.flippback.com/merchants/6654/dashboard","https://fadmin.flippback.com/merchants/6654/ftp_files","Weekly","https://docs.google.com/document/d/1bG75zpubsSFvy0Ogif5sc-cnxke6YTyT2H1P6VnlZyA/edit","https://fadmin.flippback.com/flyer_runs/1193414","1193414","11746","","Friday, February 26th 2027","","https://docs.google.com/document/d/1xnstn5QfiND4BR3FJTd0Xq4N11b6qsMBYGJgBUQqR90/edit?tab=t.0#heading=h.62icsbc2t0km","","Friday, February 26th 2027","Longtail"
"Task","86e0z0wv7","Centre Hi-Fi - Feb 26","planned runs / to-do","
","[]","none","",0,0,"Thursday, February 25th 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:39:57 pm -04:00","Thursday, April 23rd 2026, 10:52:25 am -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","45m","502 hours",,0,"","Electronics","","Thursday, March 4th 2027","https://fadmin.flippback.com/merchants/2741/dashboard","https://fadmin.flippback.com/merchants/2741/ftp_files","Weekly","https://docs.google.com/document/d/13X5Exxa07ONEss2QgrMBURbc73C1JMgF7cWS0pQmXKE/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1199302","1199302","2761","","Friday, February 26th 2027","","https://docs.google.com/document/d/1TbItc_0yRM6EpHA1KwV9QPTF9tS_vMzTc3ZCOoYu_DA/edit?usp=sharing","","Friday, February 26th 2027","Longtail"
"Task","86e0z1bfm","Ranch Fresh Supermarket - Feb 26","planned runs / to-do","
","[]","none","",0,0,"Thursday, February 25th 2027","Thursday, February 25th 2027","Friday, April 17th 2026, 1:55:06 pm -04:00","Friday, April 17th 2026, 3:44:09 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","15m","502 hours",,0,"","Grocery","","Thursday, March 4th 2027","https://fadmin.flippback.com/merchants/5992/dashboard","https://fadmin.flippback.com/merchants/5992/ftp_files","Weekly","https://docs.google.com/document/d/1d8R_N09n-SX3xZwageotOaqBL-kcR5DZVxsWcEKtHzQ/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1193968","1193968","9449","","Friday, February 26th 2027","","https://docs.google.com/document/d/19QuHRjMDTDhwPAxLi0EZ9DFnc6L5lKeTKtRAVBRLk9o/edit?usp=sharing","","Friday, February 26th 2027","Longtail"
"Task","86e0z0v8j","Schnucks - Mar/Apr","planned runs / to-do","
","[]","none","",0,0,"Sunday, February 28th 2027","Wednesday, February 17th 2027","Friday, April 17th 2026, 1:38:34 pm -04:00","Friday, April 17th 2026, 3:17:06 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","40m","502 hours",,0,"","Grocery","","Friday, April 30th 2027","https://fadmin.flippback.com/merchants/2441/dashboard","https://fadmin.flippback.com/merchants/2441/ftp_files","Monthly","https://docs.google.com/document/d/1fYu3y6ZGPwfsz3feWPou3Uh4JDadzyqKHnY_2o5YYb8","https://fadmin.flippback.com/flyer_runs/1199578","1199578","9150","","Monday, March 1st 2027","","https://docs.google.com/document/d/1FSSMLwkBmm5svOJ6xzJzBTZKtgiHCkQC9xkHzj4RA2U/edit?tab=t.0#heading=h.y2dgj7b691i1","Schnucks","Monday, March 1st 2027","Core"
"Task","86e0z1atj","Health Mart Pharmacy - March","planned runs / to-do","FTE - Transfer files to the SFTP
","[]","none","",0,0,"Sunday, February 28th 2027","Monday, February 22nd 2027","Friday, April 17th 2026, 1:54:18 pm -04:00","Friday, April 17th 2026, 3:44:09 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[86e0z1atq]","[https://app.clickup.com/t/86e0z1atq]","","[Flyer Management Queue]","[]","","","","","55m","502 hours",,0,"","Pharmacy","","Wednesday, March 31st 2027","https://fadmin.flippback.com/merchants/5601/dashboard","https://fadmin.flippback.com/merchants/5601/ftp_files","Monthly","https://docs.google.com/document/d/1xppcQKaHC0K10s8GXh_vUNmX2rLOwHAau2a6Lupv4Cw/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1147843","1147843","7957","","Monday, March 1st 2027","","https://docs.google.com/document/d/1UETyMNGdCFO9TX3mtWRYvfJYPT3uWzH_l2__uD_kFm4/edit?tab=t.0#heading=h.y2dgj7b691i1","McKesson USA","Monday, March 1st 2027","Core"
"Task","86e0z16rb","Fresh Thyme Market - March","planned runs / to-do","
","[]","none","",0,0,"Sunday, February 28th 2027","Wednesday, February 24th 2027","Friday, April 17th 2026, 1:50:03 pm -04:00","Friday, April 17th 2026, 3:39:47 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","1h","502 hours",,0,"","Grocery","","Tuesday, March 30th 2027","https://fadmin.flippback.com/merchants/3552/dashboard","https://fadmin.flippback.com/merchants/3552/ftp_files","Monthly","https://docs.google.com/document/d/1JX9RnWksYxXvZI4BqVcmhi79k5fvYLgorzBKxGYYB1w/edit?usp=sharing","https://fadmin.flippback.com/flyer_runs/1201476","1201476","7802","","Monday, March 1st 2027","","https://docs.google.com/document/d/1buraEVN8p7ks_M0Df0p70GLcRykDIlYsmgEfwZoYdc8/edit?tab=t.0#heading=h.y2dgj7b691i1","","Monday, March 1st 2027","Core"
"Task","86e0z145m","March�� Richelieu - March 2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Monday, February 22nd 2027","Friday, April 17th 2026, 1:47:07 pm -04:00","Friday, April 17th 2026, 3:36:58 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","20m","502 hours",,0,"","Grocery","","Wednesday, March 10th 2027","https://fadmin.flippback.com/merchants/3372/dashboard","https://fadmin.flippback.com/merchants/3372/ftp_files","Weekly","https://docs.google.com/document/d/11rqADGSLph6-Zdns-C_yB7EBzbZsJ1byPMyInbT5A9E/edit","https://fadmin.flippback.com/flyer_runs/1198880","1198880","7699","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1PyiXvcJ2C502Y-BE6di9XJ44BnSzs_kU8bMcX4xJMB4/edit?tab=t.0#heading=h.y2dgj7b691i1","Metro","Tuesday, March 2nd 2027","Core PLUS"
"Task","86e0z1476","March�� Richelieu - March 2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Monday, February 22nd 2027","Friday, April 17th 2026, 1:47:11 pm -04:00","Friday, April 17th 2026, 3:36:58 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","20m","502 hours",,0,"","Grocery","","Wednesday, March 10th 2027","https://fadmin.flippback.com/merchants/3372/dashboard","https://fadmin.flippback.com/merchants/3372/ftp_files","Weekly","https://docs.google.com/document/d/11rqADGSLph6-Zdns-C_yB7EBzbZsJ1byPMyInbT5A9E/edit","https://fadmin.flippback.com/flyer_runs/1198937","1198937","7699","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1PyiXvcJ2C502Y-BE6di9XJ44BnSzs_kU8bMcX4xJMB4/edit?tab=t.0#heading=h.y2dgj7b691i1","Metro","Tuesday, March 2nd 2027","Core PLUS"
"Task","86e0z0th3","Bashas - Weekly Valid March 3","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:37:12 pm -04:00","Friday, April 17th 2026, 3:15:32 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","1h 25m","502 hours",,0,"","Grocery","","Wednesday, March 10th 2027","https://fadmin.flippback.com/merchants/2351/dashboard","https://fadmin.flippback.com/merchants/2351/ftp_files","Weekly","https://docs.google.com/document/d/14RyxrIHheHF_28Mn26YSzRbMCHdj6ow2moMfaP35q4U/edit","https://fadmin.flippback.com/flyer_runs/1193673","1193673","3448","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1qTJFHiRzrtgtvQSZVpz-qW4VSkCuW_HRAttkh9SvdnM/edit?tab=t.0#heading=h.y2dgj7b691i1","Bashas'","Tuesday, March 2nd 2027","Core"
"Task","86e0z0uve","Food City US - March 2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:38:14 pm -04:00","Friday, April 17th 2026, 3:17:06 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","1h 15m","502 hours",,0,"","Grocery","","Tuesday, March 9th 2027","https://fadmin.flippback.com/merchants/2416/dashboard","https://fadmin.flippback.com/merchants/2416/ftp_files","Weekly","https://docs.google.com/document/d/1tTRlS5nKnO2EZzK6bttvaCj57ZIl_1MmohrloQG_NCo/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1199493","1199493","2958","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1jGiJ9ff-rQoK6d_QlubD_Kc_QEjD_oBptePL8eHjYiw/edit","FoodCity","Tuesday, March 2nd 2027","Core"
"Task","86e0z0vhb","H-E-B - Mar-2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:38:48 pm -04:00","Friday, April 17th 2026, 3:17:06 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","3h","502 hours",,0,"","Grocery","","Tuesday, March 9th 2027","https://fadmin.flippback.com/merchants/2467/dashboard","https://fadmin.flippback.com/merchants/2467/ftp_files","Weekly","https://docs.google.com/document/d/16oTlaw6rKkIQacefqACA5ijXsjVsFo8w3mVM2nqSksM/edit","https://fadmin.flippback.com/flyer_runs/1195243","1195243","6051","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1DQuZWM8aatVpLrz7_LFAlKz2pX4G3ziySzDR_AYuQ84/edit?usp=sharing","HEB","Tuesday, March 2nd 2027","Core"
"Task","86e0z0xmw","Joe V's Smart Shop - Mar-2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:40:39 pm -04:00","Friday, April 17th 2026, 3:19:08 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","50m","502 hours",,0,"","Grocery","","Tuesday, March 9th 2027","https://fadmin.flippback.com/merchants/2816/dashboard","https://fadmin.flippback.com/merchants/2816/ftp_files","Weekly","https://docs.google.com/document/d/1xcBvICfFWSQVGPWZiF7YPKylTZyaAD1UnIxxWvNnoIk/edit","https://fadmin.flippback.com/flyer_runs/1195768","1195768","8025","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1V4MazvRLm8vXaKKDwiao_SPIuoOPe1bebYZiYio3k7o/edit?tab=t.0#heading=h.ufclojo1l4u7","HEB","Tuesday, March 2nd 2027","Core"
"Task","86e0z0zju","Marc's Grocery - March 2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:42:25 pm -04:00","Friday, April 17th 2026, 3:35:16 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","1h 15m","502 hours",,0,"","Grocery","","Tuesday, March 9th 2027","https://fadmin.flippback.com/merchants/3101/dashboard","https://fadmin.flippback.com/merchants/3101/ftp_files","Weekly","https://docs.google.com/document/d/1QMYrj48C_SgAoa5xFsPi-GDJRP2V950_xvEXgrN0FMg/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1189987","1189987","3199","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1ur8X7iuStH_mKFPWGGoSB-fYzu5rLnSPxwdNFMTNrZA/edit?usp=sharing","","Tuesday, March 2nd 2027","Core"
"Task","86e0z140w","Pharmasave - 2709 / P3W1 Weekly","planned runs / to-do","FTE- Clone flyer runs with (F0, CM, GG, SS, CI and FW) to flyer type 7633
","[]","none","",0,0,"Monday, March 1st 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:46:57 pm -04:00","Friday, April 17th 2026, 3:36:58 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[86e0z1410, 86e0z1416, 86e0z1418, 86e0z1419, 86e0z141a]","[https://app.clickup.com/t/86e0z1410, https://app.clickup.com/t/86e0z1416, https://app.clickup.com/t/86e0z1418, https://app.clickup.com/t/86e0z1419, https://app.clickup.com/t/86e0z141a]","","[Flyer Management Queue]","[]","","","","","1h","502 hours",,0,"","Pharmacy","","Tuesday, March 9th 2027","https://fadmin.flippback.com/merchants/3370/dashboard","https://fadmin.flippback.com/merchants/3370/ftp_files","Bi-Weekly","https://docs.google.com/document/d/1NkRxGxlCltmb-PFrhsyjLMWiD55LFneZ-5w8wHWMwO0/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1171307","1171307","3547","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1UsAEhoYT8Jx98NuNKrc50EdQKlgNunfJVmn2fwjSBBo/edit?tab=t.0#heading=h.y2dgj7b691i1","","Tuesday, March 2nd 2027","Longtail"
"Task","86e0z1b7c","BSW Liquor - Mar 2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:54:48 pm -04:00","Friday, April 17th 2026, 3:44:09 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","25m","502 hours",,0,"","Alcohol, Wine and Spirits","","Tuesday, March 9th 2027","https://fadmin.flippback.com/merchants/5971/dashboard","https://fadmin.flippback.com/merchants/5971/ftp_files","Weekly","https://docs.google.com/document/d/1Mn3BRrr0qHoJ0U1HWjAr-uK3G_ePnbrcoqw_Ww-_-BY/edit?usp=sharing","https://fadmin.flippback.com/flyer_runs/1194126","1194126","10700","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1EuNRWxE60ItMFFjnG35YGfuOjIQRLGlvTrG2fTp3lNI/edit?tab=t.0#heading=h.y2dgj7b691i1","","Tuesday, March 2nd 2027","Longtail"
"Task","86e0z1bt0","Food Town Texas - Mar 3","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Tuesday, February 23rd 2027","Friday, April 17th 2026, 1:55:23 pm -04:00","Friday, April 17th 2026, 3:44:09 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","20m","502 hours",,0,"","Grocery","","Tuesday, March 9th 2027","https://fadmin.flippback.com/merchants/6087/dashboard","https://fadmin.flippback.com/merchants/6087/ftp_files","Weekly","https://docs.google.com/document/d/1RhA_As9kDxYkgc7IRSfputC8RFKfWQyd2BjWqMz3BpQ/edit","https://fadmin.flippback.com/flyer_runs/1193395","1193395","9992","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1xPka5FyIA4w67-XF6zqsBqNYUI5Jeu5COq9S55i4X_w/edit?tab=t.0#heading=h.y2dgj7b691i1","","Tuesday, March 2nd 2027","Longtail"
"Task","86e0z14fm","March�� Adonis - Mar 2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Wednesday, February 24th 2027","Friday, April 17th 2026, 1:47:30 pm -04:00","Friday, April 17th 2026, 3:36:58 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","20m","502 hours",,0,"","Grocery","","Wednesday, March 10th 2027","https://fadmin.flippback.com/merchants/3384/dashboard","https://fadmin.flippback.com/merchants/3384/ftp_files","Weekly","https://docs.google.com/document/d/1cXkdRjhJXMvF0sOtXFTRVdOwPojCeuOuzFtq5q2vdyM/edit","https://fadmin.flippback.com/flyer_runs/1198821","1198821","3478","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1bk7AhFtCwxrwa7nrlOHQjpuHTwIsB9knwy2XGyjGOTU/edit?tab=t.0#heading=h.y2dgj7b691i1","Metro","Tuesday, March 2nd 2027","Core PLUS"
"Task","86e0z10pd","Colemans - Week 9","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Thursday, February 25th 2027","Friday, April 17th 2026, 1:43:31 pm -04:00","Friday, April 17th 2026, 3:35:16 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","15m","502 hours",,0,"","Grocery","","Wednesday, March 10th 2027","https://fadmin.flippback.com/merchants/3278/dashboard","https://fadmin.flippback.com/merchants/3278/ftp_files","Weekly","https://docs.google.com/document/d/1PTng6YbeH4wOTMmlTVNbZPLX79t5dxoQ8BX59WHWHEs/edit?tab=t.0","https://fadmin.flippback.com/flyer_runs/1193753","1193753","3258","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1TBf2jK3Rw1ZmUrHVvwBpenBKUDVbV4Z0gC2L_59ebT8/edit?tab=t.0#heading=h.y2dgj7b691i1","","Tuesday, March 2nd 2027","Longtail"
"Task","86e0z16pb","Fresh Thyme Market - Mar 2","planned runs / to-do","
","[]","none","",0,0,"Monday, March 1st 2027","Thursday, February 25th 2027","Friday, April 17th 2026, 1:49:57 pm -04:00","Friday, April 17th 2026, 3:39:47 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","1h","502 hours",,0,"","Grocery","","Tuesday, March 9th 2027","https://fadmin.flippback.com/merchants/3552/dashboard","https://fadmin.flippback.com/merchants/3552/ftp_files","Weekly","https://docs.google.com/document/d/1JX9RnWksYxXvZI4BqVcmhi79k5fvYLgorzBKxGYYB1w/edit?usp=sharing","https://fadmin.flippback.com/flyer_runs/1201450","1201450","6236","","Tuesday, March 2nd 2027","","https://docs.google.com/document/d/1buraEVN8p7ks_M0Df0p70GLcRykDIlYsmgEfwZoYdc8/edit?tab=t.0#heading=h.y2dgj7b691i1","","Tuesday, March 2nd 2027","Core"
"Task","86e0z0v69","Schnucks - Mar 16","planned runs / to-do","
","[]","none","",0,0,"Tuesday, March 2nd 2027","Friday, February 19th 2027","Friday, April 17th 2026, 1:38:31 pm -04:00","Friday, April 17th 2026, 3:17:06 pm -04:00","","","Matt Smith","Flyer Management Queue","hidden","Flyer Management Queue","[]","[]","","[Flyer Management Queue]","[]","","","","","40m","502 hours",,0,"","Grocery","","Tuesday, March 16th 2027","https://fadmin.flippback.com/merchants/2441/dashboard","https://fadmin.flippback.com/merchants/2441/ftp_files","Weekly","https://docs.google.com/document/d/1fYu3y6ZGPwfsz3feWPou3Uh4JDadzyqKHnY_2o5YYb8","https://fadmin.flippback.com/flyer_runs/1199547","1199547","3913","","Wednesday, March 3rd 2027","","https://docs.google.com/document/d/1FSSMLwkBmm5svOJ6xzJzBTZKtgiHCkQC9xkHzj4RA2U/edit?tab=t.0#heading=h.y2dgj7b691i1","Schnucks","Wednesday, March 3rd 2027","Core"
