Task Type,Task ID,Task Name,Status,Task Content,Assignee,Priority,Latest Comment,Comment Count,Assigned Comment Count,Due Date,Start Date,Date Created,Date Updated,Date Closed,Date Done,Created By,Space,Folder,List,Subtask ID's,Subtask URL's,tags,Lists,Sprints,Linked Tasks,Linked Docs,Time Logged,Time Logged Rolled Up,Time Estimate,Time In Status,Points Estimate,Points Estimate Rolled Up,Ad-Hoc Capacity (number),Additional Comments (text),Assets Check Days (short text),Category (drop down),Context (labels),Coordinator (drop down),External Comms (Form Entry) (drop down),FADMIN Merchant Page (url),FQC (drop down),FQC (Form Entry) (drop down),FQC Capacity (number),FTP Path (url),Flyer Cadence (drop down),Flyer Review (drop down),Flyer Review Guide (url),Flyer Run (url),Flyer Type ID (short text),Focus (drop down),Lead (drop down),Lead (Form Entry) (short text),Merchant (drop down),Merchant ID (short text),Merchant Name (short text),OneGuide (url),Package (drop down),Page Swap Guide Audit (drop down),Page Swaps & Revisions (drop down),Page Swaps & Revisions (Form Entry) (drop down),Parent Banner (drop down),Preview Days (short text),Processor (Form Entry) (short text),Requester Name (short text),Retailer (drop down),Retailer Info (labels),Segment (drop down),Tier (drop down),Total Capacity Owned (formula),Upload (drop down),Upload (Form Entry) (drop down),Upload Capacity (number),⚡ Create New Run Task on PS Board (button),👀 Off-App Check (drop down),🗓 Scheduled Until (date)
Task,86dtu2p97,Buy-Low Foods,active retailers,"Availavle to (2:59am), Availale from(3am) and Valid From (3am) all have unique start times.
Buy-Low weekly and Westrise weekly processed in 2 seperate runs
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:21:17 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,6,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3335/dashboard,PS Eligible,,30,https://fadmin.flippback.com/merchants/3335/ftp_files,Weekly,,,,9323,,Kim Potashner,,,3335,,https://docs.google.com/document/d/1Guz-uUxRF7o0vEHBV4DJ7swShL3JCTjhicRNAj4f0V8/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,Pattison Food Group,,,,Buy-Low Foods,,Core,4,30,PS Eligible,,0,,,"Saturday, August 22nd 2026"
Task,86duwhf8e,C-A-L Ranch Stores,active retailers,,[],none,,0,0,,,"Thursday, October 10th 2024, 4:00:08 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,40m,13606 hours,,0,45,,7,Home Improvement,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/4677/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/4677/ftp_files,Weekly,,,,6718,,Hannah Schiff-Kearn,,,4677,,https://docs.google.com/document/d/1rQR9-if9AzaUsg0rxjFeCABAlDW6_GkO8Ko6Uox-hs8/edit?tab=t.0#heading=h.y2dgj7b691i1,,Instructions Missing,PS Eligible,,,,,,C-A-L Ranch Stores,,Longtail,4,70,PS Eligible,,10,,,
Task,86e0k1gnb,Cabela's Canada,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:46 pm -04:00","Wednesday, April 15th 2026, 4:32:42 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,50h,725 hours,,0,,,8,Sports & Outdoor,,Jessica Tam,,https://fadmin.flippback.com/merchants/414/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/414/ftp_files,Ad-Hoc,,,,3232,,Hannah Schiff-Kearn,,,414,,https://docs.google.com/document/d/1tuSU7voGl0teP9Ef_b9m7Xafiomk8URUw_eq5sid19g/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,Cabela's Canada,,Longtail,,,PS Eligible,,,,,
Task,86dvy3zmu,Canac,active retailers,,[],none,,0,0,,,"Friday, February 7th 2025, 10:52:52 am -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,10725 hours,,0,0,,6,Home Improvement,,Ebony Powell,,https://fadmin.flippback.com/merchants/3777/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/3777/ftp_files,Weekly,,,,10216,,Jenna Toppan,,,3777,,https://docs.google.com/document/d/1aBXgXrDOfOUZbdZU1Y0Vic4FBCP414BE0l0b0LYr5NA/edit?tab=t.0#heading=h.qzowlkink50n,,,OPS,,,,,,Canac,,Core,1,30,PS Eligible,,15,,,"Tuesday, March 10th 2026"
Task,86dtu2paw,Cardenas Markets (Monthly),active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:21:22 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,5,Grocery,,Marion Kang,,https://fadmin.flippback.com/merchants/3035/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/3035/ftp_files,Monthly,,,,3563,,Roni Grigorian,,,3035,,https://docs.google.com/document/d/1S5VFYJ1dI7hckrHl1evB8ffNTXhJgxzMsPIhlo_d-Q4/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Cardenas Markets (Monthly),,Longtail,3,20,PS Eligible,,5,,,
Task,86dtu2pb8,Cardenas Markets (Weekly),active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:21:23 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,5,Grocery,,Marion Kang,,https://fadmin.flippback.com/merchants/3035/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/3035/ftp_files,Weekly,,,,3563,,Roni Grigorian,,,3035,,https://docs.google.com/document/d/1S5VFYJ1dI7hckrHl1evB8ffNTXhJgxzMsPIhlo_d-Q4/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Cardenas Markets (Weekly),,Longtail,3,20,PS Eligible,,5,,,"Sunday, December 28th 2025"
Task,86dzp2npe,Carrs,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:51 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/2380/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2380/ftp_files,Weekly,,,,8222,,Julia Burch,,,2380,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2npg,Carrs - BBS,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:51 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/2380/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2380/ftp_files,Ad-Hoc,,,,10652,,Julia Burch,,,2380,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,3,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2npx,Carrs - EG,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:52 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,3,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/2380/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2380/ftp_files,Ad-Hoc,,,,10980,,Julia Burch,,,2380,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,1,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86e0k1gny,Carter's OshKosh B'Gosh CAN,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:46 pm -04:00","Wednesday, April 15th 2026, 4:33:10 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,20h,725 hours,,0,,,8,Apparel,,Addie Dobson,,https://fadmin.flippback.com/merchants/5394/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5394/ftp_files,Ad-Hoc,,,,7601,,Kayla Summerhayes,,,5394,,https://docs.google.com/document/d/1PPAMSSJ3iKdId2tGIbtQGjCufxBTnaf9LWNXN_Fql7c/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,Carter's OshKosh B'Gosh CAN,,Longtail,,,PS Eligible,,,,,
Task,86e0k1gnz,Centre de Jardin,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:46 pm -04:00","Wednesday, April 15th 2026, 4:33:28 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,25h,725 hours,,0,,,3,Home Improvement,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/6503/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6503/ftp_files,Ad-Hoc,,,,11072,,Addie Dobson,,,6503,,https://docs.google.com/document/d/1cxZpONbMSt94nWNnfR-ho3V9MAcL5xNft3gSpCnkIV8/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,Centre de Jardin,,Longtail,,,PS Eligible,,,,,
Task,86durc3nv,Centre du Travail,active retailers,,[],none,,0,0,,,"Wednesday, September 25th 2024, 3:37:20 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,25m,13967 hours,,0,0,,7,Specialty,,Addie Dobson,,https://fadmin.flippback.com/merchants/6652/dashboard,PS Eligible,,20,https://fadmin.flippback.com/merchants/6652/ftp_files,Ad-Hoc,,,,11741,,Jenna Toppan,,,6652,,https://docs.google.com/document/d/1Ov1MbkJxsjYNr-sCs_ej5eEH9LBDsUgiRq1CLomokLg/edit?usp=sharing,,,PS Eligible,,Chaussure Pop,,,,Centre du Travail,,Longtail,3,20,PS Eligible,,0,,,
Task,86dzp2p9v,Chalo FreshCo,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:41 pm -05:00","Wednesday, April 15th 2026, 4:33:51 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,5,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3662/dashboard,OPS,,,https://fadmin.flippback.com/merchants/3662/ftp_files,Weekly,,,,3654,,Kim Potashner,,,3662,,https://docs.google.com/document/d/1qc79CgJuSoczAJXmum4YTGmWxqt_ODwgZWALMaZGCTM/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,Sobeys,,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2p9y,Chalo Freshco,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:41 pm -05:00","Wednesday, April 15th 2026, 4:33:54 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,5,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3662/dashboard,OPS,,,https://fadmin.flippback.com/merchants/3662/ftp_files,Weekly,,,,9156,,Kim Potashner,,,3662,,https://docs.google.com/document/d/1qc79CgJuSoczAJXmum4YTGmWxqt_ODwgZWALMaZGCTM/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,Sobeys,,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dtu2pbx,Charm Diamond Centres,active retailers,"ad hoc
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:21:26 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,35m,16460 hours,,0,0,,7,Specialty,,,,https://fadmin.flippback.com/merchants/5710/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/5710/ftp_files,Ad-Hoc,,,,8593,,Diandra Gonzalez Charris,,,5710,,https://docs.google.com/document/d/1h2fGS4vyug1-vB1zkmF_Zbv4x60YfTi3vz7-COvVL-0/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,Charm Diamond Centres,,,,Charm Diamond Centres,,Longtail,4,25,PS Eligible,,10,,,
Task,86dtu2pc9,Chatters Salon,active retailers,"There will be triggers that need to be created for specific pages to be added and removed from the flyer. There can be as many as 4 triggers that need to be created throughout the monthly cadence of the flyer.
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:21:27 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,5,Beauty/Makeup,,Adnela Fejzulovic,,https://fadmin.flippback.com/merchants/5710/dashboard,PS Eligible,,25,https://fadmin.flippback.com/merchants/3855/ftp_files,Monthly,,,,4215,,Megan Kernaghan,,,3855,,https://docs.google.com/document/d/1o6Pg1h1CxCEKIV8Gs1g5zdG2x95lfAT1y95mUpEW76A/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Chatters Salon,,Longtail,3,40,PS Eligible,,15,,,"Wednesday, May 6th 2026"
Task,86durc3q5,Chaussures Pop,active retailers,,[],none,,0,0,,,"Wednesday, September 25th 2024, 3:37:24 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,25m,13967 hours,,0,0,,,Specialty,,Addie Dobson,,https://fadmin.flippback.com/merchants/6456/dashboard,PS Eligible,,20,https://fadmin.flippback.com/merchants/6456/ftp_files,Ad-Hoc,,,,10909,,Jenna Toppan,,,6456,,https://docs.google.com/document/d/1qwudpPPRMjTzt6dEV3JWhDFeZxzlMmrD_7PJpe56N4c/edit?usp=sharing,,,PS Eligible,,,,,,Chaussures Pop,,Longtail,3,20,PS Eligible,,0,,,
Task,86e0k1gd7,Chevron,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:32 pm -04:00","Thursday, April 16th 2026, 2:38:49 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,34h,725 hours,,0,,,8,N/A,,Marion Kang,,https://fadmin.flippback.com/merchants/6548/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6548/ftp_files,Ad-Hoc,,,,11571,,Jenna Toppan,,,6548,,https://docs.google.com/document/d/1El0hORzuV4-hzYT9pbk-0Zg3tRV7co7zwBVjpcW94d0/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,Chevron,,Core,,,PS Eligible,,,,,
Task,86dtu2pd6,Chuck's Fresh Markets,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:21:30 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,4173 hours,,0,5,,5,Grocery,,Clifford Fernandes,,https://fadmin.flippback.com/merchants/3115/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/3115/ftp_files,Weekly,,https://docs.google.com/document/d/1iWUjtY8t5Uijt_bxTvPGfhqrYG36kuWmCHeCZv1pwTU/edit,,11623,,Clifford Fernandes,,,3115,,https://docs.google.com/document/d/1eAf5Q6EE7XXEcHHA8c51AhJCyYcglWhTTq678inmTdA/edit?usp=drive_link,Longtail,Instructions Missing,PS Eligible,,,,,,Chuck's Fresh Markets,,Longtail,Longtail,25,PS Eligible,,10,,,"Tuesday, January 19th 2027"
Task,86dzp2p9z,Clover Farm (Sobeys),active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:41 pm -05:00","Wednesday, April 15th 2026, 4:34:14 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,5,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3711/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3711/ftp_files,Weekly,,,,3794,,Kim Potashner,,,3711,,https://docs.google.com/document/d/1SScC27emf37pTgSFShXv3pGKtMO0h7DAowVFNnyGN2M/edit#heading=h.pgj76ki6yia0,,,OPS,,Sobeys,,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2pag,Clover Farm ONT (Sobeys),active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:42 pm -05:00","Wednesday, April 15th 2026, 4:34:17 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,5,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3711/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3711/ftp_files,Weekly,,,,8866,,Kim Potashner,,,3711,,https://docs.google.com/document/d/1SScC27emf37pTgSFShXv3pGKtMO0h7DAowVFNnyGN2M/edit#heading=h.pgj76ki6yia0,,,OPS,,Sobeys,,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dtu2pdr,Club Piscine,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:21:32 pm -04:00","Thursday, April 16th 2026, 8:03:11 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,0,,10,Home Improvement,,Adnela Fejzulovic,,https://fadmin.flippback.com/merchants/5611/dashboard,PS Eligible,,20,https://fadmin.flippback.com/merchants/5611/ftp_files,Monthly,,,,7979,,Roni Grigorian,,,5611,,https://docs.google.com/document/d/1LYN1e-YorL7xiokFDooOuNnCPFVy9C3tAinMXzABnqU/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Club Piscine,,Longtail,3,30,PS Eligible,,10,,,"Tuesday, September 29th 2026"
Task,86e0ku9me,Club Piscine,active retailers,"
",[],none,,0,0,,,"Friday, March 27th 2026, 12:54:53 pm -04:00","Wednesday, April 15th 2026, 4:35:15 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,35h,725 hours,,0,,,7,Home Improvement,,Adnela Fejzulovic,,https://fadmin.flippback.com/merchants/5611/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5611/ftp_files,Ad-Hoc,,,,11716,,Roni Grigorian,,,5611,,https://docs.google.com/document/d/1LYN1e-YorL7xiokFDooOuNnCPFVy9C3tAinMXzABnqU/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,Club Piscine,,Longtail,,,PS Eligible,,,,,
Task,86dzp2pah,Co-op (Sobeys),active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:42 pm -05:00","Wednesday, April 15th 2026, 4:34:56 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,5,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3713/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3713/ftp_files,Weekly,,,,3796,,Kim Potashner,,,3713,,https://docs.google.com/document/d/1SpnaoIR3JG0iUVrbUPpYT0IeDki7LzPE6K7jvljpVU8/edit#heading=h.y2dgj7b691i1,,,OPS,,Sobeys,,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2p5x,Co-op Ag,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:29 pm -05:00","Wednesday, April 15th 2026, 4:35:32 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,25m,1149 hours,,0,,,5,Home Improvement,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/3346/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3346/ftp_files,Ad-Hoc,,,,3359,,Hammna Qureshi,,,3346,,https://docs.google.com/document/d/1aEUtJIKIoqA-dzuSL5roMs0mZOpvnGRanNTjbsGnqGg/edit,,,PS Eligible,,Federated Coop Limited,,,,,,Core,,,PS Eligible,,,,,
Task,86du37jpm,Co-op Essentials,active retailers,,[],none,,0,0,,,"Wednesday, July 10th 2024, 2:52:36 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,15677 hours,,0,0,,6,Grocery,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/6651/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/6651/ftp_files,Weekly,,,,11740,,Hammna Qureshi,,,6651,,https://docs.google.com/document/d/1tfIZInIzcxw8duodvZhM7qae44Wijf404rSkywH-mTE/edit#heading=h.y2dgj7b691i1,,,OPS,,Federated Coop Limited,,,,Co-op Essentials,,Core,2,30,PS Eligible,,15,,,"Tuesday, January 27th 2026"
Task,86e0ku9fr,Co-op Food,active retailers,"
",[],none,,0,0,,,"Friday, March 27th 2026, 12:54:47 pm -04:00","Wednesday, April 15th 2026, 4:35:48 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,45h,725 hours,,0,,,7,Grocery,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/3283/dashboard,OPS,,,https://fadmin.flippback.com/merchants/3283/ftp_files,Weekly,,,,3277,,Hammna Qureshi,,,3283,,https://docs.google.com/document/u/0/d/1ZTTdhlBPmcBJLfRbAM4WL5uagn0Cybu_wDjtI4K2H1M/edit,,,PS Eligible,,,,,,Co-op Food,,Core,,,PS Eligible,,,,,
Task,86durc3mq,Co-op Food (6305),active retailers,"Watch out for run dates as they can change based on the month. Check page 1 PDF always to confirm dates
",[],none,,0,0,,,"Wednesday, September 25th 2024, 3:37:17 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,13606 hours,,0,0,,6,Grocery,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/3283/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/3283/ftp_files,Monthly,,,,6305,,Hammna Qureshi,,,3283,,https://docs.google.com/document/d/1ZTTdhlBPmcBJLfRbAM4WL5uagn0Cybu_wDjtI4K2H1M/edit#heading=h.y2dgj7b691i1,,,OPS,,Federated Coop Limited,,,,Co-op Food (6305),,Core,2,25,PS Eligible,,10,,,"Tuesday, November 24th 2026"
Task,86durc3n8,Co-op Food (9941),active retailers,"Make sure to watch out for the dates. Depending on the month they can change.
",[],none,,0,0,,,"Wednesday, September 25th 2024, 3:37:19 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,13606 hours,,0,0,,6,Grocery,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/3283/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/3283/ftp_files,Monthly,,,,9942,,Hammna Qureshi,,,3283,,https://docs.google.com/document/d/1ZTTdhlBPmcBJLfRbAM4WL5uagn0Cybu_wDjtI4K2H1M/edit#heading=h.y2dgj7b691i1,,,OPS,,Federated Coop Limited,,,,Co-op Food (9941),,Core,2,25,PS Eligible,,10,,,"Tuesday, November 24th 2026"
Task,86dzp2p60,Co-op Gas Bar,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:30 pm -05:00","Wednesday, April 15th 2026, 4:36:01 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,15m,1149 hours,,0,,,5,Automotive,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/5827/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5827/ftp_files,Monthly,,,,10718,,Hammna Qureshi,,,5827,,https://docs.google.com/document/d/1rehrXOORXHDQtyTsyk3RNhQIQ-gTvgbi0_SDoKMZw2w/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,Federated Coop Limited,,,,,,Core,,,PS Eligible,,,,,
Task,86duwhf8m,Co-op Home,active retailers,"This is going to be for the Pro-Grade publications under Co-op Home. They can change from Weekly cadence to Bi-Weekly so checking the dates at the bottom of page 1 is very important.
",[],none,,0,0,,,"Thursday, October 10th 2024, 4:00:09 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,35m,13606 hours,,0,,,6,Grocery,,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/3347/dashboard,OPS,,15,https://fadmin.flippback.com/merchants/3347/ftp_files,Weekly,,,,3361,,Hammna Qureshi,,,3347,,https://docs.google.com/document/d/1VYnI7mG6lHx7maS-OK2-gp2I5jwz9cn2fdqrsZJ3hSE/edit#heading=h.y2dgj7b691i1,,,PS Eligible,,Federated Coop Limited,,,,Co-op Home,,Core,2,15,PS Eligible,,,,,
Task,86dx62dw0,Co-op Liquor,active retailers,"New Flipp retailer as of June 2025. 

Falls under the Federated Co-op family. 
",[],none,,0,0,,,"Thursday, July 3rd 2025, 4:55:27 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,7108 hours,,0,,,9,"Alcohol, Wine and Spirits",,Alexandra Van Wissen,,https://fadmin.flippback.com/merchants/3349/dashboard,PS Eligible,,20,https://fadmin.flippback.com/merchants/3349/ftp_files,Bi-Weekly,,,,12121,,Hammna Qureshi,,,3349,,https://docs.google.com/document/d/1I5tXYVpqgyE78HtNgDRhd2TsCurLGI6V0GxV4Tr7oy4/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,Federated Coop Limited,,,,Co-op Liquor,,Core,Core +,30,PS Eligible,,10,,,"Tuesday, December 22nd 2026"
